sample_id,modality,rank,start_index,end_index,impact_score,source_video,source_type,start_sec,end_sec,frame_start,frame_end,fps,text_evidence,text_time_source,source_exists,mapping_precision,mapping_status
02,text,2,21,27,0.06501147150993347,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.4140000000000001,1.8853333333333333,42,55,30.0,We want to live by each other’s happiness - not by each other’s misery.,raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
02,text,3,35,41,0.0615074560046196,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,2.3566666666666665,2.8280000000000003,70,83,30.0,We want to live by each other’s happiness - not by each other’s misery.,raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
02,audio,1,21,27,0.04621479660272598,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.4140000000000001,1.8853333333333333,42,55,30.0,,,True,decoded_frame_range,mapped_to_video
02,audio,2,35,41,0.046093180775642395,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,2.3566666666666665,2.8280000000000003,70,83,30.0,,,True,decoded_frame_range,mapped_to_video
02,audio,3,0,6,0.036762237548828125,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.0,0.4713333333333333,0,13,30.0,,,True,decoded_frame_range,mapped_to_video
02,vision,1,7,13,0.054168589413166046,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.4713333333333333,0.9426666666666667,14,27,30.0,,,True,decoded_frame_range,mapped_to_video
02,vision,2,21,27,0.008759374730288982,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.4140000000000001,1.8853333333333333,42,55,30.0,,,True,decoded_frame_range,mapped_to_video
02,vision,3,42,48,0.008681103587150574,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,2.8280000000000003,3.2993333333333332,84,97,30.0,,,True,decoded_frame_range,mapped_to_video
03,text,1,14,20,0.12385858595371246,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,2.6973333333333334,4.045999999999999,80,120,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
03,text,2,42,48,0.10416534543037415,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,8.091999999999999,9.440666666666665,242,282,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
03,text,3,28,34,0.03945093974471092,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,5.394666666666667,6.743333333333332,161,201,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
03,audio,1,35,41,0.07096828520298004,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,6.743333333333332,8.091999999999999,202,241,30.0,,,True,decoded_frame_range,mapped_to_video
03,audio,2,0,6,0.06474566459655762,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,0.0,1.3486666666666667,0,39,30.0,,,True,decoded_frame_range,mapped_to_video
03,audio,3,14,20,0.060106221586465836,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,2.6973333333333334,4.045999999999999,80,120,30.0,,,True,decoded_frame_range,mapped_to_video
03,vision,1,7,13,0.039951857179403305,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,1.3486666666666667,2.6973333333333334,40,79,30.0,,,True,decoded_frame_range,mapped_to_video
03,vision,2,42,48,0.026152795180678368,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,8.091999999999999,9.440666666666665,242,282,30.0,,,True,decoded_frame_range,mapped_to_video
03,vision,3,21,27,0.009950010105967522,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,4.045999999999999,5.394666666666667,121,160,30.0,,,True,decoded_frame_range,mapped_to_video
04,text,1,14,20,0.1243135929107666,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,1.9320000000000002,2.898,57,85,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
04,text,2,42,48,0.12299486994743347,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,5.796,6.7620000000000005,173,201,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
04,text,3,0,6,0.053706828504800797,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.0,0.9660000000000001,0,27,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
04,audio,1,0,6,0.06529708951711655,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.0,0.9660000000000001,0,27,30.0,,,True,decoded_frame_range,mapped_to_video
04,audio,2,35,41,0.03395027667284012,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,4.83,5.796,144,172,30.0,,,True,decoded_frame_range,mapped_to_video
04,audio,3,21,27,0.021474208682775497,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,2.898,3.8640000000000003,86,114,30.0,,,True,decoded_frame_range,mapped_to_video
04,vision,1,0,6,0.04042116180062294,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.0,0.9660000000000001,0,27,30.0,,,True,decoded_frame_range,mapped_to_video
04,vision,2,14,20,0.03369101136922836,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,1.9320000000000002,2.898,57,85,30.0,,,True,decoded_frame_range,mapped_to_video
04,vision,3,35,41,0.020504560321569443,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,4.83,5.796,144,172,30.0,,,True,decoded_frame_range,mapped_to_video
05,text,1,7,13,0.04256496950984001,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.8539999999999999,1.7079999999999997,25,50,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
05,text,2,35,41,0.013543685898184776,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,4.27,5.124,128,152,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
05,text,3,21,27,0.004980132915079594,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,2.562,3.4159999999999995,76,101,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
05,audio,1,28,34,0.014302162453532219,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,3.4159999999999995,4.27,102,127,30.0,,,True,decoded_frame_range,mapped_to_video
05,audio,2,42,48,0.01426122710108757,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,5.124,5.978,153,178,30.0,,,True,decoded_frame_range,mapped_to_video
05,audio,3,14,20,0.010914680548012257,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.7079999999999997,2.562,51,75,30.0,,,True,decoded_frame_range,mapped_to_video
05,vision,1,0,6,0.03220578283071518,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.0,0.8539999999999999,0,24,30.0,,,True,decoded_frame_range,mapped_to_video
05,vision,2,14,20,0.02142244204878807,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.7079999999999997,2.562,51,75,30.0,,,True,decoded_frame_range,mapped_to_video
05,vision,3,42,48,0.013567278161644936,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,5.124,5.978,153,178,30.0,,,True,decoded_frame_range,mapped_to_video
06,text,1,0,6,0.051431804895401,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,0.0,1.1526666666666665,0,33,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
06,text,2,28,34,0.05009213089942932,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,4.610666666666666,5.763333333333333,138,171,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
06,text,3,42,48,0.04344186559319496,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,6.9159999999999995,8.068666666666665,207,241,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
06,audio,1,42,48,0.0380190871655941,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,6.9159999999999995,8.068666666666665,207,241,30.0,,,True,decoded_frame_range,mapped_to_video
06,audio,2,7,13,0.008819476701319218,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,1.1526666666666665,2.305333333333333,34,68,30.0,,,True,decoded_frame_range,mapped_to_video
06,audio,3,21,27,0.006866811774671078,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,3.4579999999999997,4.610666666666666,103,137,30.0,,,True,decoded_frame_range,mapped_to_video
06,vision,1,28,34,0.032821860164403915,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,4.610666666666666,5.763333333333333,138,171,30.0,,,True,decoded_frame_range,mapped_to_video
06,vision,2,14,20,0.027071941643953323,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,2.305333333333333,3.4579999999999997,69,102,30.0,,,True,decoded_frame_range,mapped_to_video
06,vision,3,0,6,0.02200429141521454,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,0.0,1.1526666666666665,0,33,30.0,,,True,decoded_frame_range,mapped_to_video
07,text,1,0,6,0.08272730559110641,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,0.0,2.9819999999999998,0,88,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
07,text,2,35,41,0.06263907998800278,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,14.91,17.892,447,535,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
07,text,3,21,27,0.03536844998598099,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,8.946,11.927999999999999,268,356,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
07,audio,1,7,13,0.05772298946976662,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,2.9819999999999998,5.9639999999999995,89,177,30.0,,,True,decoded_frame_range,mapped_to_video
07,audio,2,21,27,0.05449758470058441,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,8.946,11.927999999999999,268,356,30.0,,,True,decoded_frame_range,mapped_to_video
07,audio,3,35,41,0.045548588037490845,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,14.91,17.892,447,535,30.0,,,True,decoded_frame_range,mapped_to_video
07,vision,1,7,13,0.050748590379953384,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,2.9819999999999998,5.9639999999999995,89,177,30.0,,,True,decoded_frame_range,mapped_to_video
07,vision,2,21,27,0.04540548473596573,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,8.946,11.927999999999999,268,356,30.0,,,True,decoded_frame_range,mapped_to_video
07,vision,3,42,48,0.03978389874100685,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,17.892,20.874000000000002,536,625,30.0,,,True,decoded_frame_range,mapped_to_video
08,text,1,0,6,0.0522899404168129,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.0,0.6953333333333334,0,19,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
08,text,2,21,27,0.030373429879546165,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,2.086,2.7813333333333334,62,82,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
08,text,3,35,41,0.018271848559379578,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,3.476666666666667,4.172,104,124,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
08,audio,1,21,27,0.03339243680238724,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,2.086,2.7813333333333334,62,82,30.0,,,True,decoded_frame_range,mapped_to_video
08,audio,2,42,48,0.03308597207069397,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,4.172,4.867333333333334,125,145,30.0,,,True,decoded_frame_range,mapped_to_video
08,audio,3,7,13,0.02660440094769001,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.6953333333333334,1.3906666666666667,20,40,30.0,,,True,decoded_frame_range,mapped_to_video
08,vision,1,42,48,0.06263332813978195,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,4.172,4.867333333333334,125,145,30.0,,,True,decoded_frame_range,mapped_to_video
08,vision,2,14,20,0.0625123679637909,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,1.3906666666666667,2.086,41,61,30.0,,,True,decoded_frame_range,mapped_to_video
08,vision,3,28,34,0.06200917437672615,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,2.7813333333333334,3.476666666666667,83,103,30.0,,,True,decoded_frame_range,mapped_to_video
09,text,1,42,48,0.12809094786643982,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,4.228,4.932666666666666,126,146,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
09,text,2,21,27,0.07684071362018585,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,2.114,2.8186666666666667,63,83,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
09,text,3,7,13,0.013290164060890675,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,0.7046666666666667,1.4093333333333333,21,41,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
09,audio,1,0,6,0.067410409450531,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,0.0,0.7046666666666667,0,20,30.0,,,True,decoded_frame_range,mapped_to_video
09,audio,2,14,20,0.05248759314417839,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,1.4093333333333333,2.114,42,62,30.0,,,True,decoded_frame_range,mapped_to_video
09,audio,3,28,34,0.022427786141633987,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,2.8186666666666667,3.523333333333333,84,104,30.0,,,True,decoded_frame_range,mapped_to_video
09,vision,1,7,13,0.05258867144584656,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,0.7046666666666667,1.4093333333333333,21,41,30.0,,,True,decoded_frame_range,mapped_to_video
09,vision,2,35,41,0.010522606782615185,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,3.523333333333333,4.228,105,125,30.0,,,True,decoded_frame_range,mapped_to_video
09,vision,3,21,27,0.010240137577056885,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,2.114,2.8186666666666667,63,83,30.0,,,True,decoded_frame_range,mapped_to_video
10,text,1,35,41,0.20638437569141388,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,6.883333333333334,8.26,206,246,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
10,text,2,21,27,0.08272723853588104,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,4.13,5.506666666666668,123,164,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
10,text,3,0,6,0.07070931047201157,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,0.0,1.376666666666667,0,40,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window,True,decoded_frame_range,mapped_to_video
10,audio,1,21,27,0.13549908995628357,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,4.13,5.506666666666668,123,164,30.0,,,True,decoded_frame_range,mapped_to_video
10,audio,2,7,13,0.10362796485424042,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,1.376666666666667,2.753333333333334,41,81,30.0,,,True,decoded_frame_range,mapped_to_video
