sample_id,modality,rank,start_index,end_index,impact_score,source_video,source_type,start_sec,end_sec,frame_start,frame_end,fps,text_evidence,text_time_source
02,text,2,10,14,0.021039586514234543,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.72,1.08,21,31,30.0,We want to live by each other’s happiness - not by each other’s misery.,raw_text; aligned relative window
02,text,3,35,39,0.0194829311221838,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,2.52,2.88,75,85,30.0,We want to live by each other’s happiness - not by each other’s misery.,raw_text; aligned relative window
02,audio,1,0,4,0.011216200888156891,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.0,0.36,0,9,30.0,,
02,audio,2,10,14,0.008977508172392845,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.72,1.08,21,31,30.0,,
02,audio,3,30,34,0.0019633991178125143,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,2.16,2.52,64,74,30.0,,
02,vision,1,5,9,0.025667550042271614,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.36,0.72,10,20,30.0,,
02,vision,2,15,19,0.02388058602809906,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.08,1.44,32,42,30.0,,
02,vision,3,30,34,0.017107825726270676,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,2.16,2.52,64,74,30.0,,
03,text,1,0,4,0.06069102883338928,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,0.0,1.6,0,47,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window
03,text,2,35,39,0.046402886509895325,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,11.2,12.8,336,383,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window
03,text,3,15,19,0.046000927686691284,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,4.8,6.4,144,191,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window
03,audio,1,0,4,0.04893435910344124,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,0.0,1.6,0,47,30.0,,
03,audio,2,20,24,0.018225034698843956,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,6.4,8.0,192,239,30.0,,
03,audio,3,30,34,0.015742799267172813,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,9.6,11.2,288,335,30.0,,
03,vision,1,5,9,0.05730544775724411,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,1.6,3.2,48,95,30.0,,
03,vision,2,40,44,0.04401787370443344,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,12.8,14.4,384,431,30.0,,
03,vision,3,15,19,0.014485711231827736,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,4.8,6.4,144,191,30.0,,
04,text,1,15,19,0.04278789088129997,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,2.77,3.6933333333333334,83,109,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window
04,text,2,45,49,0.04049927368760109,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,8.309999999999999,9.233333333333333,249,276,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window
04,text,3,5,9,0.0338054820895195,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.9233333333333333,1.8466666666666667,27,54,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window
04,audio,1,5,9,0.03901001065969467,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.9233333333333333,1.8466666666666667,27,54,30.0,,
04,audio,2,20,24,0.021213417872786522,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,3.6933333333333334,4.616666666666666,110,137,30.0,,
04,audio,3,40,44,0.004440269898623228,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,7.386666666666667,8.309999999999999,221,248,30.0,,
04,vision,1,0,4,0.02892027422785759,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.0,0.9233333333333333,0,26,30.0,,
04,vision,2,10,14,0.010027685202658176,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,1.8466666666666667,2.77,55,82,30.0,,
04,vision,3,45,49,0.005253479350358248,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,8.309999999999999,9.233333333333333,249,276,30.0,,
05,text,1,15,19,0.017084600403904915,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.83,2.44,54,72,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window
05,text,2,35,39,0.016889121383428574,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,4.27,4.88,128,145,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window
05,text,3,5,9,0.01454079244285822,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.61,1.22,18,35,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window
05,audio,1,10,14,0.003518456593155861,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.22,1.83,36,53,30.0,,
05,audio,2,0,4,0.002857611980289221,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.0,0.61,0,17,30.0,,
05,audio,3,25,29,0.0008247895166277885,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,3.05,3.66,91,108,30.0,,
05,vision,1,0,4,0.03343285992741585,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.0,0.61,0,17,30.0,,
05,vision,2,15,19,0.008324088528752327,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.83,2.44,54,72,30.0,,
05,vision,3,25,29,0.00635303370654583,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,3.05,3.66,91,108,30.0,,
06,text,1,25,29,0.06636939197778702,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,4.866666666666666,5.84,146,174,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window
06,text,2,45,49,0.06037289276719093,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,8.759999999999998,9.733333333333333,262,291,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window
06,text,3,0,4,0.052419908344745636,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,0.0,0.9733333333333333,0,28,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window
06,audio,1,45,49,0.020465197041630745,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,8.759999999999998,9.733333333333333,262,291,30.0,,
06,audio,2,15,19,0.015763558447360992,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,2.92,3.893333333333333,87,115,30.0,,
06,audio,3,35,39,0.014449791982769966,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,6.813333333333333,7.786666666666666,204,232,30.0,,
06,vision,1,45,49,0.014504394493997097,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,8.759999999999998,9.733333333333333,262,291,30.0,,
06,vision,2,35,39,0.009507298469543457,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,6.813333333333333,7.786666666666666,204,232,30.0,,
06,vision,3,25,29,0.00812934897840023,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,4.866666666666666,5.84,146,174,30.0,,
07,text,1,20,24,0.04930002987384796,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,9.64,12.05,289,360,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window
07,text,2,45,49,0.04097818583250046,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,21.69,24.1,650,722,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window
07,text,3,0,4,0.03098408319056034,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,0.0,2.41,0,71,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window
07,audio,1,15,19,0.017442530021071434,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,7.23,9.64,216,288,30.0,,
07,audio,2,0,4,0.011791294440627098,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,0.0,2.41,0,71,30.0,,
07,audio,3,35,39,0.009273544885218143,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,16.87,19.28,506,577,30.0,,
07,vision,1,45,49,0.027158821001648903,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,21.69,24.1,650,722,30.0,,
07,vision,2,0,4,0.01466319803148508,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,0.0,2.41,0,71,30.0,,
07,vision,3,10,14,0.013142497278749943,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,4.82,7.23,144,215,30.0,,
08,text,1,30,34,0.028185535222291946,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,4.78,5.576666666666666,143,166,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window
08,text,2,5,9,0.023325778543949127,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.7966666666666667,1.5933333333333335,23,46,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window
08,text,3,15,19,0.018350612372159958,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,2.39,3.186666666666667,71,94,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window
08,audio,1,0,4,0.0052220383659005165,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.0,0.7966666666666667,0,22,30.0,,
08,audio,2,25,29,0.0021275822073221207,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,3.983333333333333,4.78,119,142,30.0,,
08,audio,3,40,44,0.0018554890993982553,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,6.373333333333334,7.17,191,214,30.0,,
08,vision,1,5,9,0.015643713995814323,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.7966666666666667,1.5933333333333335,23,46,30.0,,
08,vision,2,15,19,0.004808001220226288,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,2.39,3.186666666666667,71,94,30.0,,
08,vision,3,40,44,0.004606226459145546,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,6.373333333333334,7.17,191,214,30.0,,
09,text,1,40,44,0.0633026584982872,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,9.04,10.170000000000002,271,304,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window
09,text,2,10,14,0.0306022260338068,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,2.26,3.39,67,100,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window
09,text,3,0,4,0.025096546858549118,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,0.0,1.13,0,32,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window
09,audio,1,0,4,0.02286243997514248,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,0.0,1.13,0,32,30.0,,
09,audio,2,15,19,0.020528772845864296,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,3.39,4.52,101,134,30.0,,
09,audio,3,25,29,0.009612033143639565,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,5.65,6.78,169,202,30.0,,
09,vision,1,10,14,0.024845348671078682,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,2.26,3.39,67,100,30.0,,
09,vision,2,25,29,0.00559965381398797,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,5.65,6.78,169,202,30.0,,
09,vision,3,45,49,0.005380723625421524,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,10.170000000000002,11.3,305,338,30.0,,
10,text,1,25,29,0.09525658935308456,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,5.416666666666668,6.5,162,194,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window
10,text,2,35,39,0.09389632195234299,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,7.583333333333334,8.666666666666668,227,259,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window
10,text,3,5,9,0.06200740486383438,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,1.0833333333333335,2.166666666666667,32,64,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window
10,audio,1,25,29,0.0507216677069664,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,5.416666666666668,6.5,162,194,30.0,,
10,audio,2,40,44,0.03590792790055275,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,8.666666666666668,9.75,260,291,30.0,,
10,audio,3,5,9,0.017046410590410233,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,1.0833333333333335,2.166666666666667,32,64,30.0,,
10,vision,1,5,9,0.030348433181643486,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,1.0833333333333335,2.166666666666667,32,64,30.0,,
10,vision,2,45,49,0.02307458594441414,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,9.75,10.833333333333336,292,324,30.0,,
10,vision,3,35,39,0.02239430695772171,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,7.583333333333334,8.666666666666668,227,259,30.0,,
11,text,1,35,39,0.05426374077796936,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,7.98,9.12,239,272,30.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window
11,text,2,20,24,0.038279950618743896,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,4.56,5.7,136,170,30.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window
11,text,3,10,14,0.027824822813272476,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,2.28,3.42,68,101,30.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window
11,audio,1,5,9,0.09539824724197388,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,1.14,2.28,34,67,30.0,,
11,audio,2,30,34,0.021015843376517296,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,6.84,7.98,205,238,30.0,,
11,audio,3,45,49,0.02100711688399315,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,10.26,11.4,307,341,30.0,,
11,vision,1,10,14,0.041697971522808075,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,2.28,3.42,68,101,30.0,,
11,vision,2,0,4,0.014688337221741676,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,0.0,1.14,0,33,30.0,,
11,vision,3,40,44,0.011158487759530544,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,9.12,10.26,273,306,30.0,,
12,text,1,40,44,0.02917391061782837,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,16.24,18.27,487,547,30.0,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",raw_text; aligned relative window
12,text,2,10,14,0.025151418522000313,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,4.06,6.09,121,181,30.0,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",raw_text; aligned relative window
